id,number,pgp_amount,date,enumerator,state,note
,1,200,2/19/2018,m.rachel,nas,
,2,400,2/19/2018,m.rachel,nas,
,3,200,2/19/2018,m.rachel,nas,
,4,200,2/19/2018,m.rachel,nas,
,1,100,2/19/2018,n.yunusa,nas,
,2,800,2/19/2018,n.yunusa,nas,
,3,200,2/19/2018,n.yunusa,nas,
,1,600,2/19/2018,p.thomas,nas,
,2,200,2/19/2018,p.thomas,nas,
,3,400,2/19/2018,p.thomas,nas,
,1308,400,2/20/2018,a.bako,nas,
,1309,200,2/20/2018,a.bako,nas,
,1,200,2/20/2018,a.bako,nas,
,2,200,2/20/2018,a.bako,nas,
,3,200,2/20/2018,a.bako,nas,
,4,200,2/20/2018,a.bako,nas,
,5,90,2/20/2018,a.bako,nas,
,1304,200,2/20/2018,b.idris,nas,past
,1305,400,2/20/2018,b.idris,nas,
,1,400,2/20/2018,b.idris,nas,
,2,200,2/20/2018,b.idris,nas,
,3,200,2/20/2018,b.idris,nas,
,4,200,2/20/2018,b.idris,nas,
,5,200,2/20/2018,b.idris,nas,
,1299,700,2/20/2018,d.alahirah,nas,
,1294,200,2/20/2018,d.daniel,nas,
,1298,200,2/20/2018,d.daniel,nas,
,1306,200,2/20/2018,e.jonah,nas,
,1307,400,2/20/2018,e.jonah,nas,
,1,600,2/20/2018,e.jonah,nas,
,2,400,2/20/2018,e.jonah,nas,
,3,200,2/20/2018,e.jonah,nas,
,4,400,2/20/2018,e.jonah,nas,
,1300,200,2/20/2018,m.orume,nas,
,1293,200,2/20/2018,m.rachel,nas,
,1297,400,2/20/2018,n.yunusa,nas,farm
,1303,400,2/20/2018,p.thomas,nas,
,1,400,2/20/2018,p.thomas,nas,
,2,400,2/20/2018,p.thomas,nas,
,3,200,2/20/2018,p.thomas,nas,
,4,400,2/20/2018,p.thomas,nas,
,5,400,2/20/2018,p.thomas,nas,
,1,50,2/21/2018,a.bako,nas,
,2,200,2/21/2018,a.bako,nas,
,3,200,2/21/2018,a.bako,nas,
,4,200,2/21/2018,a.bako,nas,
,1,400,2/21/2018,b.idris,nas,
,2,200,2/21/2018,b.idris,nas,
,3,200,2/21/2018,b.idris,nas,
,1312,600,2/21/2018,b.idris,nas,
,1,200,2/21/2018,d.alahirah,nas,
,2,400,2/21/2018,d.alahirah,nas,
,3,1000,2/21/2018,d.alahirah,nas,
,4,200,2/21/2018,d.alahirah,nas,
,5,200,2/21/2018,d.alahirah,nas,
,6,200,2/21/2018,d.alahirah,nas,
,1,200,2/21/2018,d.daniel,nas,
,2,200,2/21/2018,d.daniel,nas,
,3,200,2/21/2018,d.daniel,nas,
,4,200,2/21/2018,d.daniel,nas,
,5,200,2/21/2018,d.daniel,nas,
,6,200,2/21/2018,d.daniel,nas,
,1,400,2/21/2018,e.jonah,nas,
,2,800,2/21/2018,e.jonah,nas,
,3,600,2/21/2018,e.jonah,nas,
,4,0,2/21/2018,e.jonah,nas,
,1296,200,2/21/2018,m.orume,nas,
,1301,400,2/21/2018,m.orume,nas,
,1,200,2/21/2018,m.orume,nas,
,2,200,2/21/2018,m.orume,nas,
,3,200,2/21/2018,m.orume,nas,
,4,400,2/21/2018,m.orume,nas,
,5,50,2/21/2018,m.orume,nas,
,6,200,2/21/2018,m.orume,nas,
,1,400,2/21/2018,m.rachel,nas,
,2,400,2/21/2018,m.rachel,nas,
,3,400,2/21/2018,m.rachel,nas,
,4,200,2/21/2018,m.rachel,nas,
,5,400,2/21/2018,m.rachel,nas,
,6,600,2/21/2018,m.rachel,nas,
,1,200,2/21/2018,n.yunusa,nas,
,2,400,2/21/2018,n.yunusa,nas,
,3,200,2/21/2018,n.yunusa,nas,
,4,200,2/21/2018,n.yunusa,nas,
,5,200,2/21/2018,n.yunusa,nas,
,6,1000,2/21/2018,n.yunusa,nas,
,1,200,2/21/2018,p.thomas,nas,
,2,400,2/21/2018,p.thomas,nas,
,3,400,2/21/2018,p.thomas,nas,
,4,400,2/21/2018,p.thomas,nas,
,5,400,2/21/2018,p.thomas,nas,
,1,200,2/22/2018,a.bako,nas,
,2,200,2/22/2018,a.bako,nas,
,3,20,2/22/2018,a.bako,nas,
,4,200,2/22/2018,a.bako,nas,
,1,200,2/22/2018,b.idris,nas,
,2,400,2/22/2018,b.idris,nas,
,3,200,2/22/2018,b.idris,nas,
,1310,800,2/22/2018,b.idris,nas,
,1,0,2/22/2018,d.alahirah,nas,
,2,400,2/22/2018,d.alahirah,nas,
,3,200,2/22/2018,d.alahirah,nas,
,4,200,2/22/2018,d.alahirah,nas,
,1,200,2/22/2018,d.daniel,nas,
,2,400,2/22/2018,d.daniel,nas,
,3,0,2/22/2018,d.daniel,nas,
,4,200,2/22/2018,d.daniel,nas,
,5,200,2/22/2018,d.daniel,nas,
,1,200,2/22/2018,e.jonah,nas,
,2,400,2/22/2018,e.jonah,nas,
,3,400,2/22/2018,e.jonah,nas,
,1311,200,2/22/2018,e.jonah,nas,
,1,0,2/22/2018,m.orume,nas,
,1295,200,2/22/2018,m.orume,nas,
,1302,200,2/22/2018,m.orume,nas,
,2,200,2/22/2018,m.orume,nas,
,1,200,2/22/2018,m.rachel,nas,
,2,200,2/22/2018,m.rachel,nas,
,3,200,2/22/2018,m.rachel,nas,
,4,400,2/22/2018,m.rachel,nas,
,5,200,2/22/2018,m.rachel,nas,
,1,200,2/22/2018,n.yunusa,nas,
,2,200,2/22/2018,n.yunusa,nas,
,3,200,2/22/2018,n.yunusa,nas,
,4,200,2/22/2018,n.yunusa,nas,
,1,200,2/22/2018,p.thomas,nas,
,2,400,2/22/2018,p.thomas,nas,
,3,200,2/22/2018,p.thomas,nas,
,4,200,2/22/2018,p.thomas,nas,
,1,200,2/23/2018,a.bako,nas,
,2,200,2/23/2018,a.bako,nas,
,3,200,2/23/2018,a.bako,nas,
,4,200,2/23/2018,a.bako,nas,
,1334,100,2/23/2018,a.bako,nas,
,1335,200,2/23/2018,a.bako,nas,
,1,600,2/23/2018,b.idris,nas,
,2,600,2/23/2018,b.idris,nas,
,1331,400,2/23/2018,b.idris,nas,
,1333,400,2/23/2018,b.idris,nas,
,1,200,2/23/2018,d.alahirah,nas,
,1314,400,2/23/2018,d.alahirah,nas,
,1321,200,2/23/2018,d.alahirah,nas,
,1,200,2/23/2018,d.daniel,nas,
,1313,200,2/23/2018,d.daniel,nas,
,1316,1000,2/23/2018,d.daniel,nas,
,1318,400,2/23/2018,d.daniel,nas,
,1,200,2/23/2018,e.jonah,nas,
,2,600,2/23/2018,e.jonah,nas,
,3,800,2/23/2018,e.jonah,nas,
,4,600,2/23/2018,e.jonah,nas,
,1,400,2/23/2018,m.orume,nas,
,1315,200,2/23/2018,m.orume,nas,
,1317,400,2/23/2018,m.orume,nas,
,1,500,2/23/2018,m.rachel,nas,
,1319,200,2/23/2018,m.rachel,nas,
,1323,400,2/23/2018,m.rachel,nas,
,1,200,2/23/2018,n.yunusa,nas,
,1320,300,2/23/2018,n.yunusa,nas,
,1322,200,2/23/2018,n.yunusa,nas,
,1,200,2/23/2018,p.thomas,nas,
,2,200,2/23/2018,p.thomas,nas,
,3,200,2/23/2018,p.thomas,nas,
,1332,400,2/23/2018,p.thomas,nas,
,1336,200,2/23/2018,p.thomas,nas,
,1,400,2/24/2018,a.bako,nas,
,2,50,2/24/2018,a.bako,nas,
,3,200,2/24/2018,a.bako,nas,
,4,200,2/24/2018,a.bako,nas,
,5,200,2/24/2018,a.bako,nas,
,6,50,2/24/2018,a.bako,nas,
,1340,200,2/24/2018,a.bako,nas,
,1,200,2/24/2018,b.idris,nas,
,2,800,2/24/2018,b.idris,nas,
,3,200,2/24/2018,b.idris,nas,
,4,200,2/24/2018,b.idris,nas,
,5,250,2/24/2018,b.idris,nas,
,1330,400,2/24/2018,b.idris,nas,
,1337,800,2/24/2018,b.idris,nas,
,1338,200,2/24/2018,b.idris,nas,
,1,200,2/24/2018,d.alahirah,nas,
,2,500,2/24/2018,d.alahirah,nas,
,3,200,2/24/2018,d.alahirah,nas,
,4,100,2/24/2018,d.alahirah,nas,
,5,400,2/24/2018,d.alahirah,nas,
,6,200,2/24/2018,d.alahirah,nas,
,1324,400,2/24/2018,d.alahirah,nas,
,1327,200,2/24/2018,d.alahirah,nas,
,1,200,2/24/2018,d.daniel,nas,
,2,200,2/24/2018,d.daniel,nas,
,3,200,2/24/2018,d.daniel,nas,
,4,200,2/24/2018,d.daniel,nas,
,5,200,2/24/2018,d.daniel,nas,
,6,200,2/24/2018,d.daniel,nas,
,1325,200,2/24/2018,d.daniel,nas,
,1,0,2/24/2018,e.jonah,nas,
,2,200,2/24/2018,e.jonah,nas,
,3,200,2/24/2018,e.jonah,nas,
,4,600,2/24/2018,e.jonah,nas,
,5,400,2/24/2018,e.jonah,nas,
,6,200,2/24/2018,e.jonah,nas,
,1341,400,2/24/2018,e.jonah,nas,
,1328,200,2/24/2018,e.jonah,nas,
,1339,400,2/24/2018,e.jonah,nas,
,1,200,2/24/2018,m.orume,nas,
,2,200,2/24/2018,m.orume,nas,
,3,500,2/24/2018,m.orume,nas,
,4,200,2/24/2018,m.orume,nas,
,5,200,2/24/2018,m.orume,nas,
,1,400,2/24/2018,m.rachel,nas,
,2,200,2/24/2018,m.rachel,nas,
,3,200,2/24/2018,m.rachel,nas,
,4,200,2/24/2018,m.rachel,nas,
,5,400,2/24/2018,m.rachel,nas,
,6,600,2/24/2018,m.rachel,nas,
,7,200,2/24/2018,m.rachel,nas,
,1,20,2/24/2018,n.yunusa,nas,
,2,200,2/24/2018,n.yunusa,nas,
,3,400,2/24/2018,n.yunusa,nas,
,4,200,2/24/2018,n.yunusa,nas,
,5,200,2/24/2018,n.yunusa,nas,
,6,100,2/24/2018,n.yunusa,nas,
,1326,400,2/24/2018,n.yunusa,nas,
,1,200,2/24/2018,p.thomas,nas,
,2,200,2/24/2018,p.thomas,nas,
,3,200,2/24/2018,p.thomas,nas,
,4,200,2/24/2018,p.thomas,nas,
,5,200,2/24/2018,p.thomas,nas,
,6,200,2/24/2018,p.thomas,nas,
,7,100,2/24/2018,p.thomas,nas,
,8,200,2/24/2018,p.thomas,nas,
,1,200,2/25/2018,a.bako,nas,
,2,200,2/25/2018,a.bako,nas,
,1329,200,2/25/2018,a.bako,nas,
,1,600,2/25/2018,b.idris,nas,
,2,200,2/25/2018,b.idris,nas,
,3,200,2/25/2018,b.idris,nas,
,4,400,2/25/2018,b.idris,nas,
,1,200,2/25/2018,d.alahirah,nas,
,2,200,2/25/2018,d.alahirah,nas,
,3,100,2/25/2018,d.alahirah,nas,
,1,0,2/25/2018,d.daniel,nas,
,2,200,2/25/2018,d.daniel,nas,
,3,200,2/25/2018,d.daniel,nas,
,1,200,2/25/2018,e.jonah,nas,
,2,400,2/25/2018,e.jonah,nas,
,3,200,2/25/2018,e.jonah,nas,
,1342,400,2/25/2018,e.jonah,nas,
,1,400,2/25/2018,m.orume,nas,
,2,100,2/25/2018,m.orume,nas,
,3,200,2/25/2018,m.orume,nas,
,1,200,2/25/2018,m.rachel,nas,
,2,200,2/25/2018,m.rachel,nas,
,1,400,2/25/2018,n.yunusa,nas,
,2,400,2/25/2018,n.yunusa,nas,
,3,200,2/25/2018,n.yunusa,nas,
,1,400,2/25/2018,p.thomas,nas,
,2,400,2/25/2018,p.thomas,nas,
,3,200,2/25/2018,p.thomas,nas,
,1,200,2/26/2018,a.bako,nas,
,2,0,2/26/2018,a.bako,nas,
,3,200,2/26/2018,a.bako,nas,
,4,50,2/26/2018,a.bako,nas,
,5,200,2/26/2018,a.bako,nas,
,6,200,2/26/2018,a.bako,nas,
,1,400,2/26/2018,b.idris,nas,
,2,200,2/26/2018,b.idris,nas,
,3,200,2/26/2018,b.idris,nas,
,4,400,2/26/2018,b.idris,nas,
,5,200,2/26/2018,b.idris,nas,
,6,200,2/26/2018,b.idris,nas,
,1,50,2/26/2018,d.alahirah,nas,
,2,400,2/26/2018,d.alahirah,nas,
,1,400,2/26/2018,d.daniel,nas,
,2,200,2/26/2018,d.daniel,nas,
,3,200,2/26/2018,d.daniel,nas,
,1,200,2/26/2018,e.jonah,nas,
,2,200,2/26/2018,e.jonah,nas,
,3,600,2/26/2018,e.jonah,nas,
,4,200,2/26/2018,e.jonah,nas,
,5,100,2/26/2018,e.jonah,nas,
,6,200,2/26/2018,e.jonah,nas,
,1,600,2/26/2018,m.orume,nas,
,2,200,2/26/2018,m.orume,nas,
,3,200,2/26/2018,m.orume,nas,
,1,200,2/26/2018,m.rachel,nas,
,2,200,2/26/2018,m.rachel,nas,
,1,200,2/26/2018,n.yunusa,nas,
,2,200,2/26/2018,n.yunusa,nas,
,3,100,2/26/2018,n.yunusa,nas,
,4,200,2/26/2018,n.yunusa,nas,
,5,200,2/26/2018,n.yunusa,nas,
,1353,0,2/26/2018,n.yunusa,nas,
,1,200,2/26/2018,p.thomas,nas,
,2,400,2/26/2018,p.thomas,nas,
,3,200,2/26/2018,p.thomas,nas,
,1,200,2/27/2018,a.bako,nas,
,2,200,2/27/2018,a.bako,nas,
,3,200,2/27/2018,a.bako,nas,
,4,400,2/27/2018,a.bako,nas,
,5,200,2/27/2018,a.bako,nas,
,6,200,2/27/2018,a.bako,nas,
,7,200,2/27/2018,a.bako,nas,
,1356,200,2/27/2018,a.bako,nas,
,1,200,2/27/2018,b.idris,nas,
,2,400,2/27/2018,b.idris,nas,
,3,400,2/27/2018,b.idris,nas,
,4,200,2/27/2018,b.idris,nas,
,5,200,2/27/2018,b.idris,nas,
,6,200,2/27/2018,b.idris,nas,
,7,200,2/27/2018,b.idris,nas,
,1355,1000,2/27/2018,b.idris,nas,
,1,400,2/27/2018,d.alahirah,nas,
,2,200,2/27/2018,d.alahirah,nas,
,3,400,2/27/2018,d.alahirah,nas,
,4,400,2/27/2018,d.alahirah,nas,
,5,200,2/27/2018,d.alahirah,nas,
,6,200,2/27/2018,d.alahirah,nas,
,7,600,2/27/2018,d.alahirah,nas,
,1345,200,2/27/2018,d.alahirah,nas,
,1346,300,2/27/2018,d.alahirah,nas,
,1379,300,2/27/2018,d.alahirah,nas,
,1,200,2/27/2018,d.daniel,nas,
,2,200,2/27/2018,d.daniel,nas,
,3,200,2/27/2018,d.daniel,nas,
,4,200,2/27/2018,d.daniel,nas,
,5,200,2/27/2018,d.daniel,nas,
,6,200,2/27/2018,d.daniel,nas,
,7,200,2/27/2018,d.daniel,nas,
,1350,400,2/27/2018,d.daniel,nas,
,1352,300,2/27/2018,d.daniel,nas,
,1,200,2/27/2018,e.jonah,nas,
,2,200,2/27/2018,e.jonah,nas,
,3,200,2/27/2018,e.jonah,nas,
,4,200,2/27/2018,e.jonah,nas,
,5,1000,2/27/2018,e.jonah,nas,
,6,800,2/27/2018,e.jonah,nas,
,7,400,2/27/2018,e.jonah,nas,
,1354,800,2/27/2018,e.jonah,nas,
,1,200,2/27/2018,m.orume,nas,
,2,200,2/27/2018,m.orume,nas,
,3,200,2/27/2018,m.orume,nas,
,4,200,2/27/2018,m.orume,nas,
,5,200,2/27/2018,m.orume,nas,
,1351,200,2/27/2018,m.orume,nas,
,1348,200,2/27/2018,m.orume,nas,
,1,600,2/27/2018,m.rachel,nas,
,2,200,2/27/2018,m.rachel,nas,
,3,200,2/27/2018,m.rachel,nas,
,4,400,2/27/2018,m.rachel,nas,
,5,200,2/27/2018,m.rachel,nas,
,6,200,2/27/2018,m.rachel,nas,
,7,200,2/27/2018,m.rachel,nas,
,1343,200,2/27/2018,m.rachel,nas,
,1,400,2/27/2018,n.yunusa,nas,
,2,200,2/27/2018,n.yunusa,nas,
,3,400,2/27/2018,n.yunusa,nas,
,4,50,2/27/2018,n.yunusa,nas,
,5,400,2/27/2018,n.yunusa,nas,
,6,400,2/27/2018,n.yunusa,nas,
,7,200,2/27/2018,n.yunusa,nas,
,1,200,2/27/2018,p.thomas,nas,
,2,200,2/27/2018,p.thomas,nas,
,3,800,2/27/2018,p.thomas,nas,
,4,200,2/27/2018,p.thomas,nas,
,5,200,2/27/2018,p.thomas,nas,
,6,400,2/27/2018,p.thomas,nas,
,1344,200,2/27/2018,p.thomas,nas,
,1347,400,2/27/2018,p.thomas,nas,
,1359,400,2/28/2018,a.bako,nas,
,1357,200,2/28/2018,a.bako,nas,
,1360,600,2/28/2018,b.idris,nas,
,1,200,2/28/2018,d.alahirah,nas,
,1,200,2/28/2018,d.daniel,nas,
,2,200,2/28/2018,d.daniel,nas,
,1,600,2/28/2018,e.jonah,nas,
,1,200,2/28/2018,m.orume,nas,
,1,200,2/28/2018,m.rachel,nas,
,1362,400,2/28/2018,n.yunusa,nas,
,1361,400,2/28/2018,n.yunusa,nas,
,1,100,2/28/2018,p.thomas,nas,
,1,200,10/4/2018,a.simon,ben,
,2,200,10/4/2018,a.simon,ben,
,2003,200,10/4/2018,a.simon,ben,
,1,200,10/4/2018,d.ruth,ben,
,2007,200,10/4/2018,d.ruth,ben,
,1,200,10/4/2018,f.gbenyi,ben,
,2,200,10/4/2018,f.gbenyi,ben,
,2004,200,10/4/2018,f.gbenyi,ben,comm_leader
,1,400,10/4/2018,f.onoja,ben,
,2,500,10/4/2018,f.onoja,ben,
,2002,400,10/4/2018,f.onoja,ben,
,1,200,10/4/2018,i.iorkegh,ben,
,2006,400,10/4/2018,i.iorkegh,ben,
,1,0,10/4/2018,i.shiana,ben,
,2,200,10/4/2018,i.shiana,ben,
,2008,200,10/4/2018,i.shiana,ben,
,1,200,10/4/2018,l.aule,ben,
,2001,200,10/4/2018,l.aule,ben,
,2009,400,10/4/2018,l.aule,ben,
,1,200,10/4/2018,n.vincent,ben,
,2,200,10/4/2018,n.vincent,ben,
,2000,200,10/4/2018,n.vincent,ben,
,1,200,10/4/2018,t.ikyaave,ben,
,2,200,10/4/2018,t.ikyaave,ben,
,2005,200,10/4/2018,t.ikyaave,ben,
,1,200,11/4/2018,a.simon,ben,
,2,0,11/4/2018,a.simon,ben,
,3,200,11/4/2018,a.simon,ben,
,1,200,11/4/2018,d.ruth,ben,
,2,200,11/4/2018,d.ruth,ben,
,3,250,11/4/2018,d.ruth,ben,
,4,200,11/4/2018,d.ruth,ben,
,1,1000,11/4/2018,f.gbenyi,ben,
,2,200,11/4/2018,f.gbenyi,ben,
,1,200,11/4/2018,f.onoja,ben,
,2,200,11/4/2018,f.onoja,ben,
,3,1000,11/4/2018,f.onoja,ben,
,1,0,11/4/2018,i.shiana,ben,
,2,200,11/4/2018,i.shiana,ben,
,3,200,11/4/2018,i.shiana,ben,
,1,1000,11/4/2018,l.aule,ben,
,2,200,11/4/2018,l.aule,ben,
,3,200,11/4/2018,n.vincent,ben,
,1,100,11/4/2018,m.orga,ben,
,2,500,11/4/2018,m.orga,ben,
,1,400,11/4/2018,n.vincent,ben,
,2,200,11/4/2018,n.vincent,ben,
,1,200,11/4/2018,t.ikyaave,ben,
,2,200,11/4/2018,t.ikyaave,ben,
,3,200,11/4/2018,t.ikyaave,ben,
,1,50,12/4/2018,a.simon,ben,
,2,0,12/4/2018,a.simon,ben,
,3,0,12/4/2018,a.simon,ben,
,4,0,12/4/2018,a.simon,ben,
,5,30,12/4/2018,a.simon,ben,
,1,0,12/4/2018,d.ruth,ben,
,2,200,12/4/2018,d.ruth,ben,
,3,0,12/4/2018,d.ruth,ben,
,4,0,12/4/2018,d.ruth,ben,
,5,200,12/4/2018,d.ruth,ben,
,1,0,12/4/2018,f.gbenyi,ben,
,2,200,12/4/2018,f.gbenyi,ben,
,3,0,12/4/2018,f.gbenyi,ben,
,4,0,12/4/2018,f.gbenyi,ben,
,2014,0,12/4/2018,f.gbenyi,ben,
,1,0,12/4/2018,f.onoja ,ben,
,2,200,12/4/2018,f.onoja ,ben,
,3,0,12/4/2018,f.onoja ,ben,
,4,0,12/4/2018,f.onoja ,ben,
,2019,0,12/4/2018,f.onoja ,ben,
,1,200,12/4/2018,i.shiana,ben,
,2,200,12/4/2018,i.shiana,ben,
,3,200,12/4/2018,i.shiana,ben,
,2012,200,12/4/2018,i.shiana,ben,
,1,200,12/4/2018,l.aule,ben,
,2,200,12/4/2018,l.aule,ben,
,3,200,12/4/2018,l.aule,ben,
,4,0,12/4/2018,l.aule,ben,
,1,200,12/4/2018,m.orga,ben,
,2,0,12/4/2018,m.orga,ben,
,3,0,12/4/2018,m.orga,ben,
,4,0,12/4/2018,m.orga,ben,
,1,0,12/4/2018,n.vincent,ben,
,2,200,12/4/2018,n.vincent,ben,
,3,200,12/4/2018,n.vincent,ben,
,4,200,12/4/2018,n.vincent,ben,
,1,200,12/4/2018,t.ikyaave,ben,
,2,200,12/4/2018,t.ikyaave,ben,
,2013,200,12/4/2018,t.ikyaave,ben,
,2015,400,12/4/2018,t.ikyaave,ben,
,1,200,13/4/2018,a.simon,ben,
,2017,100,13/4/2018,a.simon,ben,
,1,200,13/4/2018,d.ruth,ben,
,2016,100,13/4/2018,d.ruth,ben,
,1,100,13/4/2018,f.onoja,ben,
,2,200,13/4/2018,f.onoja,ben,
,1,200,13/4/2018,i.shiana,ben,
,2,400,13/4/2018,i.shiana,ben,
,1,200,13/4/2018,l.aule,ben,
,2,200,13/4/2018,l.aule,ben,
,2010,100,13/4/2018,l.aule,ben,
,1,200,13/4/2018,m.orga,ben,
,2,100,13/4/2018,m.orga,ben,
,2011,200,13/4/2018,m.orga,ben,
,1,0,13/4/2018,n.vincent,ben,
,2,200,13/4/2018,n.vincent,ben,
,2018,100,13/4/2018,n.vincent,ben,
,1,150,13/4/2018,t.ikyaave,ben,
,2,50,13/4/2018,t.ikyaave,ben,
,3,50,13/4/2018,t.ikyaave,ben,
,1,200,14/4/2018,a.simon,ben,
,2,200,14/4/2018,a.simon,ben,
,3,50,14/4/2018,a.simon,ben,
,4,200,14/4/2018,a.simon,ben,
,2025,200,14/4/2018,a.simon,ben,
,1,100,14/4/2018,d.ruth,ben,
,2,200,14/4/2018,d.ruth,ben,
,3,200,14/4/2018,d.ruth,ben,
,4,200,14/4/2018,d.ruth,ben,
,2021,200,14/4/2018,d.ruth,ben,
,1,200,14/4/2018,f.gbenyi,ben,
,2,200,14/4/2018,f.gbenyi,ben,
,3,200,14/4/2018,f.gbenyi,ben,
,2029,0,14/4/2018,f.gbenyi,ben,
,1,200,14/4/2018,f.onoja,ben,
,2,200,14/4/2018,f.onoja,ben,
,3,200,14/4/2018,f.onoja,ben,
,4,200,14/4/2018,f.onoja,ben,
,2022,200,14/4/2018,f.onoja,ben,
,1,200,14/4/2018,i.iorkegh,ben,
,2,200,14/4/2018,i.iorkegh,ben,
,3,0,14/4/2018,i.iorkegh,ben,
,2026,200,14/4/2018,i.iorkegh,ben,
,1,200,14/4/2018,i.shiana,ben,
,2,200,14/4/2018,i.shiana,ben,
,3,200,14/4/2018,i.shiana,ben,
,2023,0,14/4/2018,i.shiana,ben,
,1,200,14/4/2018,l.aule,ben,
,2,200,14/4/2018,l.aule,ben,
,3,200,14/4/2018,l.aule,ben,
,2024,200,14/4/2018,l.aule,ben,
,1,200,14/4/2018,m.orga,ben,
,2,200,14/4/2018,m.orga,ben,
,3,200,14/4/2018,m.orga,ben,
,4,200,14/4/2018,m.orga,ben,
,2020,100,14/4/2018,m.orga,ben,
,1,200,14/4/2018,n.vincent,ben,
,2,100,14/4/2018,n.vincent,ben,
,3,200,14/4/2018,n.vincent,ben,
,4,200,14/4/2018,n.vincent,ben,
,2027,0,14/4/2018,n.vincent,ben,
,1,200,14/4/2018,t.ikyaave,ben,
,2,200,14/4/2018,t.ikyaave,ben,
,3,200,14/4/2018,t.ikyaave,ben,
,2028,400,14/4/2018,t.ikyaave,ben,
,1,200,16/4/2018,a.simon,ben,
,1,200,16/4/2018,d.ruth,ben,
,2,200,16/4/2018,d.ruth,ben,
,1,400,16/4/2018,f.gbenyi,ben,
,1,200,16/4/2018,f.onoja,ben,
,2,200,16/4/2018,f.onoja,ben,
,1,200,16/4/2018,i.shiana,ben,
,2,200,16/4/2018,i.shiana,ben,
,1,200,16/4/2018,l.aule,ben,
,2,200,16/4/2018,l.aule,ben,
,1,200,16/4/2018,m.orga,ben,
,2,200,16/4/2018,m.orga,ben,
,1,200,16/4/2018,n.vincent,ben,
,1,200,16/4/2018,t.ikyaave,ben,
,2,200,16/4/2018,t.ikyaave,ben,
,1,200,17/4/2018,a.simon,ben,
,2,100,17/4/2018,a.simon,ben,
,3,200,17/4/2018,a.simon,ben,
,4,200,17/4/2018,a.simon,ben,
,1,200,17/4/2018,d.ruth,ben,
,2,200,17/4/2018,d.ruth,ben,
,3,200,17/4/2018,d.ruth,ben,
,4,200,17/4/2018,d.ruth,ben,
,1,200,17/4/2018,f.gbenyi,ben,
,2,200,17/4/2018,f.gbenyi,ben,
,3,300,17/4/2018,f.gbenyi,ben,
,4,200,17/4/2018,f.gbenyi,ben,
,1,200,17/4/2018,f.onoja,ben,
,2,200,17/4/2018,f.onoja,ben,
,3,200,17/4/2018,f.onoja,ben,
,4,400,17/4/2018,f.onoja,ben,
,1,0,17/4/2018,i.iorkegh,ben,
,2,200,17/4/2018,i.iorkegh,ben,
,3,200,17/4/2018,i.iorkegh,ben,
,4,200,17/4/2018,i.iorkegh,ben,
,1,0,17/4/2018,i.shiana,ben,
,2,200,17/4/2018,i.shiana,ben,
,3,200,17/4/2018,i.shiana,ben,
,4,200,17/4/2018,i.shiana,ben,
,1,200,17/4/2018,l.aule,ben,
,2,200,17/4/2018,l.aule,ben,
,3,200,17/4/2018,l.aule,ben,
,4,200,17/4/2018,l.aule,ben,
,1,200,17/4/2018,m.orga,ben,
,2,200,17/4/2018,m.orga,ben,
,3,200,17/4/2018,m.orga,ben,
,4,200,17/4/2018,m.orga,ben,
,1,200,17/4/2018,n.vincent,ben,
,2,200,17/4/2018,n.vincent,ben,
,3,200,17/4/2018,n.vincent,ben,
,4,200,17/4/2018,n.vincent,ben,
,1,200,17/4/2018,t.ikyaave,ben,
,2,0,17/4/2018,t.ikyaave,ben,
,3,200,17/4/2018,t.ikyaave,ben,
,4,100,17/4/2018,t.ikyaave,ben,
,1,200,18/4/2018,a.simon,ben,
,2,0,18/4/2018,a.simon,ben,
,2038,200,18/4/2018,a.simon,ben,
,1,200,18/4/2018,d.ruth,ben,
,2043,200,18/4/2018,d.ruth,ben,
,2031,200,18/4/2018,f.onoja,ben,
,2032,100,18/4/2018,f.gbenyi,ben,
,2039,0,18/4/2018,f.onoja,ben,
,1,200,18/4/2018,f.onoja,ben,
,2034,200,18/4/2018,i.shiana,ben,
,2044,200,18/4/2018,i.shiana,ben,
,2030,200,18/4/2018,l.aule,ben,
,2033,200,18/4/2018,l.aule,ben,
,1,400,18/4/2018,m.orga,ben,
,2037,200,18/4/2018,m.orga,ben,
,1,200,18/4/2018,n.vincent,ben,
,2035,200,18/4/2018,n.vincent,ben,
,2036,200,18/4/2018,n.vincent,ben,
,1,200,18/4/2018,t.ikyaave,ben,
,2,200,18/4/2018,t.ikyaave,ben,
,1,400,19/4/2018,B. Idris ,ben,
,2,600,19/4/2018,B. Idris ,ben,
,3,400,19/4/2018,B. Idris ,ben,
,4,400,19/4/2018,B. Idris ,ben,
,1,600,19/4/2018,e.jonah,ben,
,2,1000,19/4/2018,e.jonah,ben,
,3,400,19/4/2018,e.jonah,ben,
,4,600,19/4/2018,e.jonah,ben,
,1,200,19/4/2018,H. Muhammed,ben,
,2,400,19/4/2018,H. Muhammed,ben,
,3,400,19/4/2018,H. Muhammed,ben,
,4,200,19/4/2018,H. Muhammed,ben,
,1,500,19/4/2018,M. Orume,ben,
,2,200,19/4/2018,M. Orume,ben,
,3,400,19/4/2018,M. Orume,ben,
,4,600,19/4/2018,M. Orume,ben,
,1,0,19/4/2018,N. Yunusa,ben,
,2,1200,19/4/2018,N. Yunusa,ben,
