"","attitude_index_base","contactOnly_cats_index_base","contactOnly_raw_index_base","contactOnly_index_base","in_index_base","vio_index_base","attitude_cw_base","contactOnly_cw_base","contactOnly_cats_cw_base","contactOnly_raw_cw_base","in_cw_base","vio_cw_base","attitude_index_end","contactOnly_cats_index_end","contactOnly_raw_index_end","contactOnly_index_end","in_index_end","vio_index_end","attitude_cw_end","contactOnly_cw_end","contactOnly_cats_cw_end","contactOnly_raw_cw_end","in_cw_end","vio_cw_end","attitude_index","contactOnly_cats_index","contactOnly_raw_index","contactOnly_index","in_index","vio_index","attitude_cw","contactOnly_cw","contactOnly_cats_cw","contactOnly_raw_cw","in_cw","vio_cw","violence_group.criminals_base","violence_group.defend_group_base","violence_group.defend_religion_base","violence_group.government_base","violence_group.maintain_culture_base","violence_group.retaliate_base","violence_group.criminals_end","violence_group.defend_group_end","violence_group.defend_religion_end","violence_group.government_end","violence_group.maintain_culture_end","violence_group.retaliate_end","violence_group.criminals","violence_group.defend_group","violence_group.defend_religion","violence_group.government","violence_group.maintain_culture","violence_group.retaliate","comm","psu","state","treatment","radio_base","age_base","ethnic2fulani_base","female_base","income_month_base","outgroup_atts_group.trust_rel"
"1",0.557846031746032,0.256,2.64,0.0844683982683983,0.407500050231063,0.650444444444444,0.758441890903065,0.593581575778651,0.475703488934883,0.568399509129671,-0.302803417490026,0.585626164583656,0.616942110177404,0.203921568627451,0.898039215686275,0.0635826047590753,0.365979387535605,0.738562091503268,0.693296197759035,0.386083635785949,0.380414979665442,0.433919348002466,-0.254003524206023,0.464416679998692,0.0590960784313725,-0.052078431372549,-1.74196078431373,-0.0208857935093229,0.041520662695458,0.0881176470588235,-0.0651456931440301,-0.207497939992702,-0.0952885092694407,-0.134480161127205,0.0487998932840036,-0.121209484584964,0.433333333333333,0.612244897959184,0.533333333333333,0.9,0.606666666666667,0.82,0.660130718954248,0.666666666666667,0.705882352941177,0.843137254901961,0.797385620915033,0.758169934640523,0.226797385620915,0.0544217687074829,0.172549019607843,-0.0568627450980392,0.190718954248366,-0.0618300653594771,"1.farmers","1","nas",1,2.51020408163265,34.88,0,0.4,21539,0.0152941176470588
"2",0.423301587301587,0.204,0.868,0.0472935064935065,0.459012909383163,0.565777777777778,0.533123986714466,0.215626473004735,0.400115321165874,0.21559048650228,-0.24765424340952,0.492824434184135,0.551052380952381,0.128,0.344,0.0485194805194805,0.262366184448463,0.843333333333333,0.636672329177606,0.244715857091695,0.291043003202016,0.266316199214428,-0.207542046180852,0.757618084264898,0.127750793650794,-0.076,-0.524,0.00122597402597403,0.1966467249347,0.277555555555556,0.103548342463141,0.0290893840869599,-0.109072317963859,0.0507257127121478,0.040112197228668,0.264793650080763,0.442176870748299,0.453333333333333,0.442176870748299,0.938775510204082,0.446666666666667,0.686666666666667,0.706666666666667,0.906666666666667,0.78,0.8,0.933333333333333,0.933333333333333,0.264489795918367,0.453333333333333,0.337823129251701,-0.138775510204082,0.486666666666667,0.246666666666667,"1.pastoralists","1","nas",1,1.71428571428571,33.54,1,0.5,29785,-0.196
"3",0.481160714285714,0.209375,0.996875,0.0653382034632035,0.558103761678722,0.625868055555556,0.631427942790169,0.362314976128249,0.308417590389714,0.305399447688549,-0.469514439676967,0.414465744833611,0.706111111111111,0.295652173913043,1.08695652173913,0.100056465273857,0.331062561696849,0.797101449275362,0.793152632593267,0.481225965704064,0.558371402425663,0.527398068273799,-0.19753532631603,0.637099849621891,0.224950396825397,0.0862771739130435,0.0900815217391304,0.0347182618106531,0.227041199981873,0.171233393719807,0.161724689803098,0.118910989575815,0.249953812035949,0.22199862058525,0.271979113360937,0.22263410478828,0.40625,0.619791666666667,0.567708333333333,0.78125,0.661458333333333,0.71875,0.676328502415459,0.816425120772947,0.758454106280193,0.821256038647343,0.845410628019324,0.864734299516908,0.270078502415459,0.19663345410628,0.19074577294686,0.040006038647343,0.18395229468599,0.145984299516908,"10.farmers","10","nas",1,3.265625,39.234375,0.03125,0.3125,56512.65625,-0.10276268115942
"4",0.309085213032581,0.115789473684211,0.43859649122807,0.0207564365459102,0.658700108217097,0.634920634920635,0.380483550486719,0,0.126167228312463,0,-0.496862831158888,0.407654411978032,0.476509237574811,0.265573770491803,0.763934426229508,0.0826674236510302,0.44636804711509,0.726593806921676,0.509455169848078,0.392128454733781,0.520292918777359,0.428460346177886,-0.281865047298397,0.467248114982109,0.16742402454223,0.149784296807593,0.325337935001438,0.06191098710512,0.212332061102007,0.0916731720010409,0.128971619361358,0.392128454733781,0.394125690464896,0.428460346177886,0.214997783860491,0.059593703004077,0.583333333333333,0.623456790123457,0.612121212121212,0.744047619047619,0.660493827160494,0.606060606060606,0.469945355191257,0.759562841530055,0.710382513661202,0.755555555555556,0.743169398907104,0.92896174863388,-0.113387978142077,0.136106051406598,0.0982613015399901,0.0115079365079365,0.0826755717466101,0.322901142573274,"10.pastoralists","10","nas",1,1.87719298245614,34.5614035087719,1,0.350877192982456,25811.4035087719,-0.132010353753235
"5",0.484599206349206,0.315,0.935,0.0936222943722944,0.560052177516576,0.713888888888889,0.551611754570729,0.472271689415916,0.573359427971402,0.493663800595942,-0.452937796290234,0.600168174734416,0.709192612942613,0.369230769230769,1.16538461538462,0.132314907314907,0.137879920712199,0.748931623931624,0.759287552740509,0.620032252512861,0.683471166910779,0.674843745156682,-0.0645658563908497,0.474104662724424,0.224593406593407,0.0542307692307692,0.230384615384615,0.0386926129426129,0.422172256804377,0.035042735042735,0.20767579816978,0.147760563096945,0.110111738939377,0.18117994456074,0.388371939899385,-0.126063512009993,0.708333333333333,0.666666666666667,0.766666666666667,0.816666666666667,0.7,0.625,0.692307692307692,0.666666666666667,0.788461538461538,0.83974358974359,0.782051282051282,0.724358974358974,-0.0160256410256411,0,0.0217948717948718,0.0230769230769231,0.0820512820512821,0.0993589743589743,"20.farmers","20","nas",1,2.15,33.3,0,0.55,42375,0.00692307692307692
"6",0.467785714285714,0.192,0.88,0.0424874458874459,0.5467194092827,0.62,0.625934629719143,0.186043270900196,0.335116913783549,0.14237399676506,-0.31146779513695,0.508539481250084,0.719556753519018,0.233962264150943,0.679245283018868,0.0665359797435269,0.0916139240506329,0.89727463312369,0.851844774790596,0.32896546552183,0.410640299469527,0.331726226402054,-0.0770252654908524,0.93360225979488,0.251771039233303,0.0419622641509434,-0.200754716981132,0.024048533856081,0.455105485232068,0.27727463312369,0.225910145071453,0.142922194621634,0.0755233856859781,0.189352229636994,0.234442529646097,0.425062778544796,0.506666666666667,0.56,0.493333333333333,0.88,0.586666666666667,0.693333333333333,0.723270440251572,0.987421383647799,0.905660377358491,0.811320754716981,0.962264150943396,0.993710691823899,0.216603773584906,0.427421383647799,0.412327044025157,-0.0686792452830188,0.37559748427673,0.300377358490566,"20.pastoralists","20","nas",1,1.68181818181818,37.04,1,0.4,32780,-0.0856603773584906
"7",0.318452380952381,0.156,0.448,0.0455904761904762,0.860721719911593,0.610666666666667,0.382902990895297,0.124012436167522,0.238497762296506,0.184918388977681,-0.896998796858972,0.406559580084579,0.394007126660188,0.036734693877551,0.073469387755102,0.004143475572047,0.49475387804308,0.694784580498866,0.40977132835904,0.0312623122063176,0.0759786633424421,0.02641689180125,-0.534979469736098,0.454016100460547,0.075554745707807,-0.119265306122449,-0.374530612244898,-0.0414470006184292,0.365967841868513,0.0841179138321995,0.0268683374637427,-0.0927501239612042,-0.162519098954064,-0.158501497176431,0.362019327122874,0.0474565203759677,0.553333333333333,0.557823129251701,0.58,0.773333333333333,0.573333333333333,0.626666666666667,0.612244897959184,0.652777777777778,0.619047619047619,0.952380952380952,0.564625850340136,0.761904761904762,0.0589115646258503,0.0949546485260772,0.0390476190476191,0.179047619047619,-0.00870748299319735,0.135238095238095,"21.farmers","21","ben",1,2.16,37.5,0,0.56,30190.06,0.0634285714285714
"8",0.305396825396825,0.132,1.456,0.0356060606060606,0.388521950974483,0.593333333333333,0.358249362544632,0.172326389050357,0.18358233427849,0.248746371167167,-0.12040239075451,0.45901637619465,0.302958294428883,0.0313725490196078,0.211764705882353,0.0119429590017825,0.536303466534293,0.649237472766884,0.270093314018903,0.088444418000814,0.0714786906460749,0.108117685947228,-0.407476451437016,0.0865406857808023,-0.00243853096794272,-0.100627450980392,-1.24423529411765,-0.0236631016042781,-0.14778151555981,0.0559041394335512,-0.0881560485257293,-0.0838819710495431,-0.112103643632415,-0.140628685219939,-0.287074060682505,-0.372475690413848,0.42,0.44,0.533333333333333,0.873333333333333,0.613333333333333,0.68,0.542483660130719,0.679738562091503,0.503267973856209,0.65359477124183,0.751633986928105,0.764705882352941,0.122483660130719,0.239738562091503,-0.0300653594771242,-0.219738562091503,0.138300653594771,0.0847058823529412,"21.pastoralists","21","ben",1,1.02127659574468,36.42,1,0.52,19705,-0.103921568627451
"9",0.297301587301587,0.112,0.504,0.0391532467532468,0.837196403455897,0.643333333333333,0.315317457174799,0.0760272802173583,0.100860688689165,0.170604103780332,-0.919937672500621,0.518311049234149,0.690911920323685,0.117647058823529,0.313725490196078,0.0374869139575022,0.430446820078242,0.790849673202614,0.719355661197052,0.187955296720525,0.24110697779383,0.19069323636622,-0.58156360382614,0.716320058441341,0.393610333022098,0.00564705882352941,-0.190274509803922,-0.00166633279574456,0.406749583377655,0.147516339869281,0.404038204022253,0.111928016503167,0.140246289104665,0.0200891325858877,0.338374068674481,0.198009009207192,0.513333333333333,0.56,0.633333333333333,0.88,0.66,0.613333333333333,0.699346405228758,0.797385620915033,0.764705882352941,0.947712418300654,0.705882352941177,0.830065359477124,0.186013071895425,0.237385620915033,0.131372549019608,0.0677124183006536,0.0458823529411765,0.216732026143791,"22.farmers","22","ben",1,2.1,36.48,0,0.48,26084,0.179529411764706
"10",0.265577200577201,0.203636363636364,0.756363636363636,0.0280550964187328,0.874918443019709,0.453535353535354,0.220645875325391,0.0853984636780708,0.392008146421755,0.0731117193418173,-0.984346011749796,0.0624592435366981,0.243471833177716,0.0627450980392157,0.317647058823529,0.0258382140735082,0.586338973001296,0.696078431372549,0.110128522549442,0.133667024046745,0.115693427113709,0.128760436262519,-0.636954039117727,0.294556961837017,-0.022105367399485,-0.140891265597148,-0.438716577540107,-0.00221688234522459,0.288579470018413,0.242543077837195,-0.110517352775948,0.0482685603686744,-0.276314719308046,0.0556487169207015,0.347391972632069,0.232097718300319,0.418181818181818,0.36969696969697,0.36969696969697,0.684848484848485,0.424242424242424,0.454545454545455,0.627450980392157,0.725490196078431,0.535947712418301,0.764705882352941,0.738562091503268,0.784313725490196,0.209269162210339,0.355793226381462,0.166250742721331,0.0798573975044563,0.314319667260844,0.329768270944742,"22.pastoralists","22","ben",1,1.90909090909091,33.4909090909091,1,0.363636363636364,21252.7272727273,0.228163992869875
